,place_name,review_text,review_rating
224,Agribank - CN Phú Nhuận,"mình đã sử dụng ngân hàng này hơn 10 năm, chính xác là 14 năm. nên chia sẻ một số trải nghiệm như sau:
- thứ nhất, dịch vụ trực tiếp tại quầy thì cơ bản không khác các ngân hàng khác dù ko thể so sánh với các ngân hàng tư nhân hay quốc tế khác.
- thứ hai, về dịch vụ ATM, cái này tạm ổn (dưới mức trung bình), nhiều lần rút tiền (đặc biệt vào cuối tuần, dịp nghỉ lễ) là máy ATM sẽ thường xuyên đang bảo trì, lỗi hệ thống, .... (thực chất ai cũng hiểu là máy hết tiền nhưng báo lỗi nội dung khác, hỏi ai cũng nhận được câu trả lời như vậy). Ngoài ra, có 2 lần mình vào rút tiền bấm máy thì màn hình toàn chữ trung quốc (đoán thế vì bản thân ko biết tiếng Trung nên ko dám rút tiền)
- thứ ba, hệ thống chăm sóc khách hàng online, hệ thống này rất khó liên lạc mình đã gọi nhưng thường đổ chuông xong sẽ tự hết vì không có người trực
- thứ 4, hệ thống phí, dịch vụ liên quan phí, mình gặp khá nhiều lần (nhớ không nhầm là 4 lần và mỗi lần một kiểu (1 lần bị nuốt thẻ do hệ thống lỗi nên mình nhập đúng mật khẩu gần 10 năm dùng duy nhất 1 mật khẩu nhưng bị nuốt và tốn phí để lấy lại thẻ. phí dịch vụ mobile banking, hiện mình bị trừ 2 tháng dù đã hủy tại ngân hàng nơi làm thẻ về việc ko sử dụng dịch vụ này cách đây 2 tháng nhưng vẫn bị trừ tiền nhưng gọi điện thoại hỏi ko ai trực, đã gọi nhiều lần vào các khung giờ khác nhau). các khoản phí của ngân hàng khá nhiều ai dùng nên hỏi và kiểm tra cho kỹ: phí quản lý tài khoản, phí mobile banking, phí duy trì số tài khoản, ... nhưng lại ko công khai mỗi năm và trong ứng dụng internet banking là cá nhân khách hàng đang sử dụng các dịch vụ trả phí gì?
- thứ 5, hệ thống ngân hàng Agribank, mình thấy ko đúng lắm vì hệ thống thì hoạt động đồng thời, nhất quán 1 quy định, 1 hình thức, ... Nhưng Agribank thì khác mỗi chi nhánh là 1 hệ thống độc lập và ko chi nhánh nào hỗ trợ chi nhánh nào (khác hẳn OCB, MB, ...) cứ vào chi nhánh khác với chi nhánh mà bản thân đăng ký sử dụng dịch vụ Agribank là mọi việc làm đều phải tính phí (trong khi nhiều ngân hàng khác thì ko có việc này). Ngoài ra, nhiều chi nhánh khi vào rút tiền ở thẻ ATM mà ko có chỗ để xe (vì ngân hàng lấn hết vỉa hè để xe và phải để xe dưới lòng đường), Nếu khách hàng tôn trọng luật giao thông muốn để xe trên vỉa hè thì bảo vệ yêu cầu thu tiền giữ xe hoặc ko cho để xe (ví dụ phòng giao dịch trên đường Phạm Văn Chiêu, Gò vấp gần ngã ba Phạm Văn Chiêu, Nguyễn Văn Khối (Cây Trâm cũ).
Đây được xem là ngân hàng nhà nước và có lượng khách hàng khá đông, mình có một vài góp ý mong ngân hàng có thể cải tiến và khách hàng có ý định sử dụng thì nên cân nhắc trước.",1
225,Agribank - CN Phú Nhuận,"Nhân viên nhiệt tình vui vẻ. Hn có giao dịch bên chi nhánh này. Bạn giao dịch viên tên thanh tâm tư vấn rất có tâm và nhiệt tình , làm việc nhanh , không phải đợi lâu 👍👍👍",5
226,Agribank - CN Phú Nhuận,"Để thời gian làm việc trên trang web là đến sáng thứ 7, nhưng không có một ngân hàng nào mở cửa? Xin hỏi vậy để thời gian như thế làm gì? Truê khách hàng à? Tôi đã phải chạy đến những chi nhánh đó vì nghĩ rằng nó đang mở cửa. Nếu đã không có làm việc thì sửa thời gian làm việc trên trang web lại dùm.",1
227,Agribank - CN Phú Nhuận,"nhân viên tại đây vẻ mặt không thiện cảm là giao dịch viên vs trình độ đại học ra nhưng thua xa vs bảo vệ thế giới di động.dù là khách hàng giàu hay nghèo nhưng khách hàng đã chọn chi nhánh ngân hàng mình để giao dịch thì ích ra cũng có từ cảm ơn dành cho khách hàng đó là điều tối thiểu nhất của giao dịch.còn đằng này nói chuyện không thèm nhìn mặt khách không lời cảm ơn vs khách hàng chính tui phải nói lời cảm ơn lại cho chị.TRẦN THỊ TRANG bên khâu giao dịch.và quầy số 9 tôi không nhớ tên.có thái độ như trên tôi không biết trình độ đại học là dc dạy cách phân biệt khách hàng hay sau, nhưng là một ngân hàng đại diện cho việt nam mà có phần giao dịch thiếu trình độ như vậy thật sự k hay đâu ạ.tôi đăng ký làm thẻ đả tốn phí là đúng rồi.nhưng nhận lại sự chăm soc khách hàng của 2 chị này làm tôi quá bức xúc.đến ngày hẹn lấy thẻ thi tôi lại vẫn chưa có.và a bên bọ phận giao dịch con nói là khi nào đi nhận thẻ hãy gọi trước.cho tôi hỏi vậy mục đích tôi đi làm thẻ để được gì ạ. tại sao chuyện nở như vậy mà bên phía ngân hàng 135 phan đăng lưu k linh hoạt được.là nếu lở hẹn thì bên ngân hàng phải là người chủ động xin lỗi và phải gọi cho khách hàng chứ tôi k hài long với chi nhánh phan đăng lưu.rất mong agribank phát huy tốt hơn nữa.năm mới an khang thịnh
vượng nhé",1
228,Agribank Gia Định - PGD Phạm Văn Chiêu,Nhân viên giao dịch thối thiếu tiền cho khách hàng,1
229,Agribank Gia Định - PGD Phạm Văn Chiêu,Thái độ phục vụ của các nhân viên tại đây kém khó chịu cấu gắt với khách hàng phụ vụ kém không tốt,1
230,Agribank Gia Định - PGD Phạm Văn Chiêu,Hư từ nhân viên bảo vệ đến nhân viên bên trong. Thái độ làm việc thiếu trách nhiệm. Bảo vệ hống hách. Không xứng đáng làm trong ngân hàng nhà nước.,1
231,Agribank Gia Định - PGD Phạm Văn Chiêu,Thái độ phục vụ kém nhất mà tôi từng trải nghiệm ở những chi nhánh khác tại Agribank,1
232,Agribank Gia Định - PGD Phạm Văn Chiêu,"Một vài nhân viên có thái độ không tốt vớ khách hàng, không vui vẻ hỗ trợ",1
233,AGRIBANK Bình Thạnh,"Làm thẻ từ ngày 12 mà giờ hết tháng vẫn chưa giao thẻ cho người ta sử dụng. Tới hạn lại lấy thì bảo chưa có đợi qua tuần bảo sẽ giao tận nơi. Giờ gọi điện thì không bắt máy, ngân hàng làm ăn kiểu gì không biết nữa trời. Lấy xong thẻ chắc say bye Agribank luôn chứ dịch vụ quá tệ, lỗi liên kết như vậy ai mà sử dụng cho được",1
234,AGRIBANK Bình Thạnh,"Quản lý thẻ ""1 chạm” với ứng dụng Agribank E-Mobile Banking

Với mong muốn không ngừng đổi mới, nâng cao chất lượng dịch vụ, mang lại cho Quý khách hàng các sản phẩm dịch vụ tốt nhất, Agribank đã chủ động liên tục nâng cấp ứng dụng ngân hàng điện tử E-Mobile Banking với các tính năng vượt trội trong quản lý dịch vụ thẻ.

Đột phá trong 7 tháng đầu năm, Agribank tự tin “về đích” lợi nhuận tối thiểu 10.000 tỷ năm 2019.

(Cập nhật lúc 9:14 ngày 29/8/2019)

7 tháng đầu năm 2019, Agribank đạt lợi nhuận trước thuế 8.200 tỷ đồng, hoàn thành 82% kế hoạch năm, tăng 127% so với cùng kỳ năm trước. Tổng dư nợ cho vay nền kinh tế của Agribank đạt trên 1 triệu tỷ đồng, trong đó tỷ trọng cho vay nông nghiệp nông thôn luôn duy trì trên 70% tổng dư nợ và chiếm trên 50% thị phần tín dụng ""Tam nông"" tại Việt Nam.

Agribank nhận giải Chất lượng thanh toán xuất sắc năm 2018 do ngân hàng Wells Fargo trao tặng

(Cập nhật lúc 14:19 ngày 12/8/2019)

Sáng ngày 12/08/2019, tại Trụ sở chính Agribank, Ông Chuck Kohler- Phó Giám đốc Dịch vụ Thanh toán Toàn cầu Wells Fargo đến làm việc và trao giải Chất lượng Thanh toán xuất sắc năm 2018 cho Agribank. Thay mặt Agribank, Bà Nguyễn Thị Thu Hà - Trưởng Ban Định chế Tài chính nhận giải thưởng này.

Agribank phát hành 5.000 tỷ đồng trái phiếu, lãi suất dự kiến trên 8%

(Cập nhật lúc 10:42 ngày 9/8/2019)

Agribank phát hành 5 triệu trái phiếu ra công chúng với tổng giá trị lên tới 5.000 tỷ đồng, mức lãi suất của trái phiếu Agribank 2019 sẽ luôn cao hơn 1,2%/năm so với mức trung bình lãi suất tiền gửi tiết kiệm cá nhân kỳ hạn 12 tháng của 04 ngân hàng thương mại gồm: Agribank, Vietinbank, BIDV và Vietcombank.

Agribank: Góp phần phát triển hoạt động thanh toán không dùng tiền mặt ở Việt Nam

(Cập nhật lúc 8:44 ngày 5/8/2019)

Thanh toán không dùng mặt là phương thức đơn giản và tiện dụng nhất trong mua bán hàng hóa một cách dễ dàng. Thực tế trong thời gian qua cho thấy, việc thanh toán không dùng tiền mặt đã đem lại những lợi ích to lớn và có tác động sâu rộng đến mọi lĩnh vực đời sống kinh tế.

Agribank hòa nhịp cùng làn sóng thanh toán không tiếp xúc

(Cập nhật lúc 7:54 ngày 2/8/2019)

Nhằm đa dạng hóa sản phẩm dịch vụ, đáp ứng nhu cầu ngày càng cao của khách hàng, phù hợp với xu hướng phát triển của thị trường trong nước và quốc tế, bên cạnh dịch vụ chấp nhận thanh toán thẻ không tiếp xúc tại POS, Agribank còn triển khai phát hành thẻ chip không tiếp xúc mang thương hiệu Visa và MasterCard.

Cách mạng công nghệ “thay da đổi thịt” ngành ngân hàng

(Cập nhật lúc 16:40 ngày 31/7/2019)

Công nghệ số, công nghệ mới gắn với cách mạng công nghệ 4.0 làm chuyển dịch kênh phân phối sản phẩm, dịch vụ ngân hàng truyền thống theo xu hướng số hóa, giúp các ngân hàng từng bước trở thành ngân hàng số, cung cấp tiện ích, trải nghiệm mới mẻ và đem lại lợi ích thiết thực cho khách hàng.

Agribank tích cực thúc đẩy tiến trình thanh toán không dùng tiền mặt tại Việt Nam

(Cập nhật lúc 15:28 ngày 23/7/2019)

Thực tế cho thấy, ứng dụng tốt khoa học công nghệ hiện đại vào cuộc sống và sản xuất kinh doanh đã giúp nâng cao chất lượng cuộc sống và tăng năng suất lao động. Ngành ngân hàng nói chung và Agribank trong những năm qua đã không ngừng đổi mới, ứng dụng mạnh mẽ thành tựu khoa học công nghệ hiện đại để phát triển sản phẩm dịch vụ tiện ích phục vụ tối đa nhu cầu khách hàng trong kỷ nguyên công nghệ số. Những sản phẩm dịch vụ ngân hàng điện tử và ngân hàng tự động được ra đời, hoàn thiện và nâng cao đã giúp khách hàng tin dùng, giảm thiểu tối đa thời gian đi lại cũng như các thủ tục liên quan so với trước đây.

Đi du lịch và trải nghiệm cùng agribank",5
235,AGRIBANK Bình Thạnh,"Nhân viên nhiệt tình. Bãi giữ xe rộng.
Lần đầu đi ok.
Lần 2 gặp giao dịch viên quầy 2 giao dịch nói chuyện bố láo, hách dịch. Giọng quát vào mặt người khác rất không ấn tượng.
Phục vụ khách mà cứ như mới bị người yêu bỏ vậy.",2
236,AGRIBANK Bình Thạnh,"Ngân hàng tệ nhất, mình cũng bận lắm mà lên tới đay đánh giá cũng biết r, xài nhiều thẻ đi nhiều ngh mà phải ns tới agribank chi nhánh nào cũng có cái bực: nộp tiền tự ghi giấy, k ghi thì cũng phải tìm stk trong khi ngh khác đọc cmnd là đc, làm thẻ leo thang bộ lầu 4, quên j lên xuống mấy chập là hết cơm, ngân hàng nhiều tiền mà k có nổi thang máy, nhân khó chịu hời hợt, app banking lỗi k chuyể  đc tiền, atm hay erro, app đã khó dùng còn cập nhật full tiếng anh thì k bt ngân hàng nông nghiệp là cho ai xài....do ng nhà dưới quê xài agr mới ráng dùng chứ k thôi nghỉ chơi lâu r nhá dô đây thấy đánh giá 1s k là bt r",1
237,AGRIBANK Bình Thạnh,"Nhân viên chuyên nghiệp, kiên nhẫn, thái độ phục vụ tốt, xóa bỏ định kiến về Agribank của một người genZ như mình",5
238,Chi Nhanh Agribank Miền đông,"Tổng đai CSKH quá tệ
K.h gọi l.h mà bảo chờ
K.h chờ thì bảo l.h lại rồi ngắt máy là sao
K.h gọi 5l đều k gặp đc
Chỉ toàn nghe q.c linh tinh bậy bạ k ăn nhập vào đâu cả 👎",1
239,Chi Nhanh Agribank Miền đông,"Các bạn giao dịch viên rất tận tình , nhất là bộ phận bảo vệ tốt",5
240,Chi Nhanh Agribank Miền đông,Nhân viên làm việc nhanh. Tư vấn nhiệt tình. Không phải chờ lâu.,5
241,Chi Nhanh Agribank Miền đông,"Làm việc nhanh, an toàn",4
242,Chi Nhanh Agribank Miền đông,Ngân hàng good!,5
243,Ngân Hàng AGRIBANK Chi Nhánh Tân Bình,Phuc vu tot,2
244,Agribank - Hiep Phuoc Branch & ATM,"Chất lượng phục vụ bình thường. Hay rút tiền ở cây ATM ở đây, có lần bị nuốt thẻ, báo ngân hàng lỗi nuốt thẻ, chờ mấy ngày mới lấy lại được, rồi đóng phí mới lấy lại được thẻ, thấy hơi vô duyên, vì lỗi máy, bỏ thẻ vô cái nuốt mất tiêu không báo gì hết",2
245,Agribank - Hiep Phuoc Branch & ATM,"Trụ sở khang trang, tiếp khách nhanh, nhiệt tình, nhẹ nhàng.",4
246,Agribank - Hiep Phuoc Branch & ATM,"Khá ổn, khu vực ít khách nên thực hiện nhanh",5
247,Agribank - Hiep Phuoc Branch & ATM,Nhiệt tình vui vẻ,5
248,Agribank - Hiep Phuoc Branch & ATM,Thái độ phụ vụ kém,1
249,Agribank,"Chờ lâu ko có quạt, đ hòa",2
250,Agribank,"Một buổi chiều bực mình, vốn điều lệ 30.591 tỷ đồng mà dịch vụ rất dỏm.
Nay mình có cần tiền đi rút ATM tại Agribank chi nhánh Trường Sơn, số 26 Trường Sơn TPHCM . Mình sử dụng thẻ Vietcombank cho ATM của Agribank vì là ĐỐI TÁC LIÊN KẾT.
Vừa thao tác rút tiền thẻ mình bị trừ tiền lập tức nhưng sau đó bị nuốt thẻ lẫn tiền, vài phút sau thì mình nhận tin của Vietcombank giao dịch bị hủy và hoàn tiền. Mình có vào ngân hàng Agribank báo cáo sự vụ ngay lập tức. Nhưng giao dịch viên không giải quyết cho mình, và yêu cầu mình sang Vietcombank xin xác nhận chủ sở hữu thẻ. Đây là sự bất cập trong việc sử dụng ATM tại chi nhánh này thật sự. ATM đã cũ, phím thì mờ, vốn điều lệ cao mà sao cơ sở hạ tầng kém, có camera, vì tình hình dịch bệnh nên khách hàng rất vắng nhưng những yêu cầu không chính đáng trong việc đi lại của ngân hàng Agribank yêu cầu khách sang Vietcombank là bất hợp lý.
Thật sự không có muốn bốc phốt đâu, nhưng mà thực sự rất bất tiện, nếu mình yêu cầu show quy định và làm căng vấn đề tại đó chắc cách xử lý cứng ngắt vẫn sẽ diễn ra.",1
251,Agribank,"đợi nửa tiếng trong thái độ ôn hoà và nhìn chị gái giao dịch viên xử lý cho 2 người đến sau mình, 1 khách là người quen, 1 khách là người lạ nhưng vẫn dc ưu tiên, chả biết lý do, trong khi 1 đứa 50 kg ngồi im lặng đợi tới lượt mà nhiều khi tưởng vô hình. mát trời nên cứ từ tốn đợi, xong cũng được chị nhòm ngó tới, xử lý cho. rồi quá trình xử lý phát sinh vấn đề, phải đi về công cốc và đợi ngày kế tiếp vì chị í bảo sau 4h thì không kịp. vâng, ngồi từ 3h15, xong 3h50 đi về mà kiểu giống như lâu lâu ra dg phơi nắng hứng vitamin D. Giời ạ! người chúng ta chưa đủ văn minh để không cần bốc stt các bác ạ, tức quá nói nhẹ nhàng có 1 câu rồi quay đi trong kiêu kiêu hãnh, mặc kệ chị giao dịch viên gào lên giải thích ""tại""  ""bị"" cái con mẹ gì đó. người ta ít khi nào nhìn nhận vấn đề mà thích kiếm cái gì đó để đổ nhỉ. rồi không biết dạy con kiểu gì, con bị cô rầy chắc chạy tới trường cào mặt cô, chứ không nhìn lại con mình nó dốt. ôi khổ lắm ạ.",1
252,Agribank,"Agribank cn tân bình nay đổi thành cn trường sơn, mấy chị giao dịch viên hết sức khó chịu,giao dịch ở đó 4 lần lần nào cũng bị đối xử với thái độ khó chịu đó. Thêm nữa là lúc đổi đầu số thẻ khách hàng không được thông báo và đến cn thì chỉ đưa miếng giấy đem về không một lời nói năng🙂. Em mong chi nhánh xem lại và cải thiện dịch vụ của mình!",2
253,Agribank,"Giao dịch viên già xấu. Khó chịu
Làm việc quan liêu chậm chạp
Chờ lâu mất thời gian
Mặt như đưa đám",1
254,Agribank Tân Phú - PGD Tân Quý,"ăn rồi bảo trì miết vậy, ngân hàng làm ăn chán thật sự",1
255,Agribank Tân Phú - PGD Tân Quý,Cơ sở vật chất nơi đây tệ quá. Phục vụ chậm,2
256,Agribank Tân Phú - PGD Tân Quý,Phục vụ chậm,1
257,Agribank Tân Phú - PGD Tân Quý,Được rồi,3
258,Agribank Tân Phú - PGD Tân Quý,,1
259,Agribank - chi nhánh quận 5,Nhân viên thái độ khó ưa,1
260,Agribank - chi nhánh quận 5,"Đề nghị xem lại thái độ của nhân viên, ko biết tư vấn và quan tâm chăm sóc khách hàng gì cả, chỉ biết cái gì lầm cho lẹ để khách đi về nhanh rồi ngồi bấm điện thoại, chơi vs con. trong khi ngồi chờ giấy được in ra thì bâm đt, nói chuyện riêng, ko hỏi hay tư vấn gì trong khi khách ko hiểu. Nay e có đi làm thẻ  thì chị đó làm việc rất thiếu chuyên nghiệp. Quá đáng tiếc cho 1 ngan hàng lớn mà lại tuyển nhân viên ko có học thức như v. Thật sự rất tiếc  và hối hận khi làm thẻ ở đây.",1
261,Agribank - chi nhánh quận 5,"Nhân viên rất láo rất thái độ , k chút nhiệt tình hướng dẫn và rất gắt gỏng",1
262,Agribank - chi nhánh quận 5,"7h30 làm mà tới không thấy một ai , nhà nước ơi nhà nước",1
263,Agribank - chi nhánh quận 5,Nhân viên mất dạy,1
264,Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Vn - Agribank - Cn Đông Sài Gòn,"Tôi cũng chẳng biết ngân hàng này lí do vì sao có thể tồn tại được tới giờ. Có tổng cộng 21 quầy, nhưng chỉ có 1 2 quầy phục vụ khách, còn lại ngồi không chơi, tám chuyện với nhau. Nếu có 0 sao tôi cũng sẽ đánh giá 0 sao luôn. Cảm giác chờ đợi.....",1
265,Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Vn - Agribank - Cn Đông Sài Gòn,"Nhân viên quầy 13 giao dịch mà mặt như cái mâm. Khách lèo tèo vài người mà bắt chờ dài cổ. Dịch vụ kém kinh khủng. Nhắm làm được làm không được đóng cửa đi,  ngaan hàng mà như chỗ ngta đến ăn xin vậy.",1
266,Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Vn - Agribank - Cn Đông Sài Gòn,Thường là các ngân hang làm xong nguoi ta sẽ lấy tờ biên lai có mực lại và trả cái ko có mực . Nhưng o đây trả cả 2 cái . Và đặc bit chuyển tiên 3 ngay chưa nhân dk trong tai khoản. Phục vụ thì như muốn làm mẹ của ng ta. Yếu thức làm việc thiếu trách nhiêm,1
267,Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Vn - Agribank - Cn Đông Sài Gòn,"Phục vụ còn kém, nhân viên nữ còn nhã nhặn, nhân viên nam thì phục vụ khách mà cứ như ban phát, kiểu như khách cần ta chứ ta không cần khách. Phục vụ đến 16h30 thôi nha, bảng ghi vậy chứ không phải vậy.",2
268,Ngân Hàng Nông Nghiệp Và Phát Triển Nông Thôn Vn - Agribank - Cn Đông Sài Gòn,"1 ngân hàng lớn nằm trên đường đồng văn cống có tốc độ giao dịch rùa bò , chỉ cách nhau 5 số thứ tự mà phải chờ trong 45 phút , thật xui xẻo cho ai giao dịch mà bước vào ngân hàng này , lượng khách hàng rất vắng mà nhân viên ở 20 quầy chỉ làm việc có 3 số còn lại ôm máy xem phim hay chơi game có cô còn gật gù theo điệu nhạc không thấy chạy số làm việc để khách hàng ngồi đợi mất thời gian",3
269,AGRIBANK - Chi nhánh Thanh Trì,"Một ông bố nói với con trai: “Con à, ta muốn con cưới cô vợ theo ý của ta”.
– Nhưng con muốn chọn vợ theo ý mình.
– Nhưng cô gái này là con của Bin Gết
– Ồ! Nếu thế… con đồng ý.
Sau đó, ông bố đi gặp Bin:
– Tôi đã ngấp nghé một chàng rể cho ông rồi.
– Nhưng con gái tôi còn quá nhỏ, chưa thể nghĩ đến chuyện chồng con được.
– Nhưng cậu trai trẻ này là Phó chủ tịch Ngân hàng thế giới đó.
– Vậy à! Vụ này nghe được quá.
Cuối cùng, ông bố đến gặp Chủ tịch Ngân hàng thế giới:
– Tôi sẽ tiến cử cho ông một chàng trai xuất sắc vào ghế phó chủ tịch.
– Nhưng hiện tại tôi đã có quá nhiều phó chủ tịch rồi.
– Chàng trai trẻ này là con rể tương lai của Bin Gết đấy.
– Vậy ok!

Right here
Right address
Right location
ATM Agribank Chi Nhánh Thanh Trì
ATM Agribank Thanh Tri Branch
300 Đường Ngọc Hồi, Văn Điển, Thanh Trì, Hà Nội
DOC:12Jan2018",5
270,AGRIBANK - Chi nhánh Thanh Trì,"Tôi đt cho NH nhưng chỉ dẩn đt 1500đ/1p ko ai trả lời,ko gặp ai,ấn p2 cũng kô đc là ntn từ 11/27pđến lúc này là 11/58 p rồi kô biết gì cả lừa đảo tiền đt",1
271,AGRIBANK - Chi nhánh Thanh Trì,Gọi điện thoại vài lần không ai nhấc máy,1
272,AGRIBANK - Chi nhánh Thanh Trì,Ngân hàng Agribank buổi tối,4
273,AGRIBANK - Chi nhánh Thanh Trì,sử dụng tốt,3
274,Ngân Hàng Nông Nghiệp (Agribank) Thăng Long,Giao dịch nhanh hiệu quả tiện lơi,5
275,Ngân Hàng Nông Nghiệp (Agribank) Thăng Long,"Quá tệ, có 4 cây atm mà thương xuyên lôi không rút được tiền. Máy hay hết tiền,bắt rút nhiều lần mệnh giá khong quá 2tr, phí nội bộ cao . cây atm đặt ngay chi nhánh Thăng Long mà kém quá . khu bày mật độ cao thì nên nạp tiền thường xuyên hơn .",2
276,Ngân Hàng Nông Nghiệp (Agribank) Thăng Long,Hay kẹt và hỏng và hết tiền,3
277,Ngân Hàng Nông Nghiệp (Agribank) Thăng Long,Giao dịch chậm,1
278,Ngân Hàng Nông Nghiệp (Agribank) Thăng Long,Ngân hàng hơi chậm,3
279,AGRIBANK Hà Nội,"Bảo vệ có 3 người thì 1 anh trẻ hơn 2 chú kia thái độ k tốt với khách hàng. 2 chú bảo vệ già thì khá thân thiện và nhiệt tình. Nhân viên các quầy phục vụ khách còn hời hợt, thái độ lạnh nhạt và kiệm lời, thu tiền của khách thì rút nhanh, trả lại biên lai thì ném xuống bàn.",2
280,AGRIBANK Hà Nội,2 sao chắc là cao rồi.,2
281,AGRIBANK Hà Nội,Hửu ích tiện lợi,5
282,AGRIBANK Hà Nội,Địa chỉ nộp phạt cho bác nào bị CSGT đội 4 tóm nhé.,2
283,AGRIBANK Hà Nội,Ngân hàng Agribank phát triển nông thôn rất thân thiện và hưu ích với người dân,4
284,Agribank Đống Đa,"Lớn mạnh cùng nền kinh tế đất nước, vững bước cùng “Tam nông”

Năm 1986,  Đại hội Đảng lần thứ VI khởi xướng đường lối đổi mới, xác định đổi mới hệ thống ngân hàng là khâu then chốt. Ngày 26/03/1988, Hội đồng Bộ trưởng (nay là Chính phủ) ban hành Nghị định 53/HĐBT thành lập các ngân hàng chuyên doanh, trong đó có Ngân hàng Phát triển Nông nghiệp Việt Nam - tiền thân của Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam (Agribank) ngày nay. Thời điểm đáng nhớ này được xem như dấu mốc quan trọng, đánh dấu sự ra đời của Agribank - Ngân hàng chuyên doanh đi đầu trong đầu tư vào một lĩnh vực mang nhiều rủi ro, khó khăn nhất, nhưng cũng đầy tiềm năng nhất - đó là nông nghiệp, nông thôn.

Trong hành trình cùng sự lớn mạnh và phát triển của nền kinh tế đất nước, nông nghiệp, nông thôn được xác định là “mặt trận” hàng đầu. Dưới sự chỉ đạo của Đảng, Chính phủ, Ngân hàng Nhà nước, cùng với ý chí, bản lĩnh vượt lên mọi khó khăn, thử thách, với những đột phá sáng tạo, cách làm mới, Agribank đảm trách nhiệm vụ chính trị trọng yếu trên thị trường tín dụng nông nghiệp nông thôn, khẳng định vai trò chủ đạo trong đầu tư cho lĩnh vực có nhiều đóng góp tích cực đối với thành tựu đổi mới kinh tế Việt Nam, khi nước ta có tới 70% lực lượng lao động hoạt động trong lĩnh vực nông nghiệp, 80% dân số sinh sống ở khu vực nông thôn, và nông nghiệp đóng góp khoảng 22% GDP, chiếm 30% kim ngạch xuất khẩu.

Khẳng định vai trò chủ lực, tiên phong của Định chế tài chính lớn nhất Việt Nam, bên cạnh chủ động tham gia đầu tư các chương trình lớn của Chính phủ,  các dự án trọng điểm quốc gia với số vốn cho vay lên tới hàng chục ngàn tỷ đồng, Agribank tập trung cung ứng nguồn vốn và dịch vụ tài chính vào lĩnh vực truyền thống, sở trường đó là “Tam nông” và các lĩnh vực ưu tiên của Đảng, Chính phủ. Qua đó, Agribank góp sức cùng ngành Ngân hàng thực thi hiệu quả chính sách tiền tệ, giải quyết việc làm, tăng thu nhập, cải thiện đời sống cho người dân, góp phần tạo nên những thay đổi tích cực trong chuyển dịch cơ cấu kinh tế, phát triển kết cấu hạ tầng nông thôn, ổn định các vấn đề kinh tế - xã hội ở khu vực nông thôn Việt Nam.",5
285,Agribank Đống Đa,"Nhân viên thái độ khinh thường khách ngồi nói chuyện ko thèm giải quyết công việc, tốn rất nhiều thời gian",1
286,Agribank Đống Đa,Giao dịch phải đợi hơi lâu đấy nhé,4
287,Agribank Đống Đa,Tốt,4
288,Agribank Đống Đa,Chưa rút tiền lần nào tại đây,5
289,Agribank,Nhân viên kiểu gì ý ạ thật sự thái độ rất khó chịu luôn ạ:((,1
290,Agribank,Mới vào tới cổng thấy bảo vệ thái độ lồi lõm nên khỏi muốn vào.,1
291,Agribank,"nhân viên chăm sóc khách hàng quá tệ, đã vậy còn thái độ. mấy tháng trước tôi có ra đây đổi sdt . nhân viên ở quầy 11-12 thì phải( quầy cuối cùng đối diện lối cửa phụ đi vào, từ cửa chính thì nhìn thẳng xuống) còn cầm điện thoại nói chuyện cười đùa vui vẻ, lúc tôi hỏi thì bơ luôn khách. gác máy xong còn túm tụm lại với nhân viên bên kia chỉ chỏ tôi. tôi nhớ rõ nhân viên đó trung tuổi rồi, để tóc dài và đen. không bao giờ quay lại !",1
292,Agribank,Phục vụ tồi nhất trong tất cả các ngân hàng mình biết. Cái hotline chăm sóc khách hàng chiều thứ 6 còn gọi mấy chục cuộc không ai nghe,1
293,Agribank,"nhân viên nhiệt tình, chuyên nghiệp❤️",5
294,Ngân Hàng Agribank Sóc Sơn,"Vừa qua mình và một số anh em kỹ thuật trong công ty Trung Chính Audio đã đến ngân hàng Agribank Sóc Sơn để lắp đặt hệ thống âm thanh hội nghị BOSCH CCS1000D.
Theo như mình được biết ngân hàng Agribank là một trong số rất ít các ngân hàng có tiếng tại thị trường ViệtNam. Agribank còn được biết đến với tên gọi là Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam với hàng trăm các chi nhánh lớn nhỏ nằm tại các tỉnh thành, huyện thị trên cả nước. Tính theo tổng khổi lượng tài sản, Agribank là ngân hàng thương mại có số vốn huy động lớn nhất và cũng là ngân hàng có độ uy tín cao nhất.
Trang thiết bị ở đây khang trang, hiện đại, công tác dịch vụ của ngân hàng cũng khá ổn.",4
295,Ngân Hàng Agribank Sóc Sơn,"-----------------------   Agribank Chi nhánh Sóc Sơn -----------------------------------
Chi nhánh to, rộng, đẹp và khang trang quá. Khách đến giao dịch cứ như đi trẩy hội vậy ace ah.",5
296,Ngân Hàng Agribank Sóc Sơn,Rộng thật,4
297,Ngân Hàng Agribank Sóc Sơn,"Đông khách quá, chờ rất lâu 😅",4
